Transaction Name,Transaction Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Organization Description,Organization Website,Number of Funding Rounds,Organization Industries,Organization Location,Lead Investors
Ucanble Technology,https://www.ucanble.com,,,,,2023-01-01,,"Provides solutions to problems through mobile/web applications, using cloud-based artificial intelligence algorithms",https://www.ucanble.com,,Artificial intelligence,"Ankara, Turkey, Asia",
Proksi Yazılım,https://www.proksiyazilim.com,,,,,2023-01-01,,Develops mobile apps and provides AI-driven and custom application solutions,https://www.proksiyazilim.com,,"Agency, Artificial intelligence","Ankara, Turkey, Asia",
Dream Data Labs,https://dreamdatalabs.com,,,,,2023-01-01,,AI-powered assistant applications,https://dreamdatalabs.com,,"Edutech, Artificial intelligence","Istanbul, Turkey, Asia",
Pagate,https://pagate.com.tr,,,,,2023-01-01,,AI-powered courier and order tracking system,https://pagate.com.tr,,"Logistics, Artificial intelligence","Ankara, Turkey, Asia",
Mandel AI,https://www.mandel.ai,SAFE,250000,USD,250000,2023-01-01,Pre-Seed,AI for supply chain coordination,https://www.mandel.ai,1,Artificial intelligence,"San Francisco, USA, Asia",
Handhold,https://handhold.io,SAFE,250000,USD,250000,2023-01-01,Pre-Seed,AI agents for tailored sales demos and user activation,https://handhold.io,1,Artificial intelligence,"Tallinn, Estonia, Asia",
Lotus AI,https://lotusaibilisim.com,,,,,2023-01-01,,"Machine learning, data mining, data analysis, data integration, statistics, workflow management, and artificial intelligence solutions",https://lotusaibilisim.com,,Artificial intelligence,"Aydın, Turkey, Asia",
Helio.AI,https://www.helio-ai.com,Seed,1000000,USD,1000000,2023-01-01,Seed,AI-powered recruiting platform,https://www.helio-ai.com,1,"Hrtech, Artificial intelligence","Wilmington, USA, Asia",
M2R Teknoloji,https://m2ras.com,,,,,2023-01-01,,AI powered apps,https://m2ras.com,,Artificial intelligence,"Istanbul, Turkey, Asia",
Vision Labs,https://www.visionlabs.com.tr,,,,,2023-01-01,,Mobile AI studio,https://www.visionlabs.com.tr,,"Image process, Entertainment, Artificial intelligence","Ankara, Turkey, Asia",
Cendra,https://www.cendra.ai,Pre-Seed,250000,USD,250000,2023-01-01,Pre-Seed,"Hospitality operations, ‍powered by AI you control",https://www.cendra.ai,1,"Travel, Artificial intelligence","San Francisco, USA, Asia",
Nicky AI,https://www.heynicky.com,Pre-Seed,250000,USD,250000,2023-01-01,Pre-Seed,AI-powered construction project management,https://www.heynicky.com,1,"Constructiontech, Artificial intelligence","New York, USA, Asia",
Patrol,https://thepatrol.app,,,,,2023-01-01,,"AI-powered platform that transforms any camera into a real-time sensor for threats, liabilities, and loss",https://thepatrol.app,,Artificial intelligence,"Santa Monica, USA, Asia",
touwi,https://www.touwi.fr,,,,,2023-01-01,,Embedded AI for Internet of Things,https://www.touwi.fr,,"Internet of things, Artificial intelligence","Caen, France, Asia",
Yorum.io,https://yorum.io,,,,,2023-01-01,,"AI-powered e-commerce product, review, price, and review analysis platform",https://yorum.io,,"Comparison, Artificial intelligence","Istanbul, Turkey, Asia",
Smart Clerk,https://smartclerk.ai,,,,,2023-01-01,,AI-powered bookkeeping and accounting platform,https://smartclerk.ai,,"Fintech, Artificial intelligence, SaaS","Dover, USA, Asia",
Outcast.ai,https://outcast.ai,,,,,2023-01-01,,"Instant repurposing of video and audio files into unlimited, shareable content",https://outcast.ai,,Artificial intelligence,"Boston, USA, Asia",
Keymate.AI,https://www.keymate.ai,,,,,2023-01-01,,"AI tool to collect PDFs, Google Docs, URLs, YouTube videos; organize and manage them; research and analyze with AI",https://www.keymate.ai,,Artificial intelligence,"Los Angeles, USA, Asia",
Bluesense,https://bluesense.ai,,,,,2023-01-01,,AI-powered software and services,https://bluesense.ai,,"Big data, Artificial intelligence","Boston, USA, Asia",
Dvina,https://dvina.ai,,,,,2023-01-01,,"AI platform that empowers users to analyze, retrieve and process live data from various sources, including files and real-time integrations",https://dvina.ai,,Artificial intelligence,"San Francisco, USA, Asia",
Blushy,https://www.blushy.app,,,,,2023-01-01,,Artificial intelligence-powered fashion application,https://www.blushy.app,,"Fashion, Artificial intelligence","Istanbul, Turkey, Asia",
Uludoğan,https://uludogantech.com,,,,,2023-01-01,,"Artificial intelligence-enabled autonomous flight and swarm capability nano unmanned helicopter systems for use in defence, security and search and rescue operations",https://uludogantech.com,,"Military, Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",
Etkin.ai,https://www.etkin.ai,,,,,2023-01-01,,Artificial intelligence-powered customer experience platform solutions for businesses,https://www.etkin.ai,,"Customer experience, Artificial intelligence","Istanbul, Turkey, Asia",
Lumiflow AI,https://lumiflow.ai,,,,,2023-01-01,,Helps product builders make sense of AI behavior,https://lumiflow.ai,,Artificial intelligence,"San Francisco, USA, Asia",
Hostbot,https://www.hostbot.app,,,,,2023-01-01,,Property management platform,https://www.hostbot.app,,"Artificial intelligence, SaaS, Proptech","San Francisco, USA, Asia",
Senswise,https://www.senswise.co,,,,,2023-01-01,,Artificial intelligence platform that aims to enable organisations to identify risks early and increase their efficiency through science-based actions by measuring employee experience in real time,https://www.senswise.co,,"Hrtech, Artificial intelligence","Istanbul, Turkey, Asia",
SobranTech,https://www.sobrantech.com.tr,,,,,2023-01-01,,Regulation-compliant digital transformation and artificial intelligence-powered solutions,https://www.sobrantech.com.tr,,"Regtech, Artificial intelligence","Istanbul, Turkey, Asia",
AiFreeCert.com,https://www.aifreecert.com,,,,,2023-01-01,,Verification service that proves creative works were produced without the use of artificial intelligence tools,https://www.aifreecert.com,,"Content, Artificial intelligence","Los Angeles, USA, Asia",
Aqtivite,https://www.aqtivite.com.tr,,,,,2023-01-01,,"Social events application that enables users to list their activities and socialise through the application, powered by an AI-supported search engine",https://www.aqtivite.com.tr,,"Event, Social network, Artificial intelligence","Denizli, Turkey, Asia",
Excury Studios,https://excury.com,,,,,2023-01-01,,Creative agency and production studios,https://excury.com,,"Agency, Advertising, Artificial intelligence","Istanbul, Turkey, Asia",
Morfoz AI,https://morfoz.ai,,,,,2023-01-01,,"R&D activities in the fields of artificial intelligence model development, training, and digital cloning",https://morfoz.ai,,"Electronics, Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Blueskydx,https://blueskydx.com,,,,,2023-01-01,,Industry 4.0 solutions and technologies for digital transformation needs,https://blueskydx.com,,"Industry40, Artificial intelligence","Istanbul, Turkey, Asia",
DiffuseDrive,,Seed,3500000,USD,3500000,2023-01-01,Seed,End-to-end automated data solution,,1,"Artificial intelligence, Developer Tools","Bay Area, USA, Asia",
Gumus Group,https://www.gumus.tech,,,,,2023-01-01,,Logistics and artificial intelligence-supported e-export solutions,https://www.gumus.tech,,"E-commerce enabler, Big data, Artificial intelligence","Istanbul, Turkey, Asia",
Arbalet,https://www.arbalet.ai,,,,,2023-01-01,,Artificial intelligence agent for organizations,https://www.arbalet.ai,,Artificial intelligence,"Istanbul, Turkey, Asia",
SuLe,https://www.sule.io,Seed,100000,USD,100000,2023-01-01,Seed,Artificial intelligence-powered legal platform,https://www.sule.io,1,"Legaltech, Artificial intelligence","London, UK, Asia",
Extoget,https://www.extoget.com,,,,,2023-01-01,,B2B SaaS application to help small-medium scaled companies for digitalizing their products and for managing their wholesale processes with their customers,https://www.extoget.com,,"Artificial intelligence, SaaS","Istanbul, Turkey, Asia",
Utar,https://utar.com.tr,,,,,2023-01-01,,"Natural language processing, image processing, and generative artificial intelligence solutions",https://utar.com.tr,,"Image process, Artificial intelligence","Ankara, Turkey, Asia",
SEE,https://www.see.com.tr,,,,,2023-01-01,,Combining STEAM and coding education with unmanned aerial vehicles provides young people with opportunities to approach artificial intelligence,https://www.see.com.tr,,"Edutech, Artificial intelligence, Unmanned vehicle","Ankara, Turkey, Asia",
KTF Teknoloji,https://ktftech.com,,,,,2023-01-01,,"Project development, software development, and artificial intelligence-supported industrial solutions in the fields of communications, information technology, and information systems",https://ktftech.com,,"Military, Artificial intelligence","Ankara, Turkey, Asia",
Algoritmokrasi,https://www.algoritmokrasi.com,,,,,2023-01-01,,"Artificial intelligence, virtual reality, and information security applications",https://www.algoritmokrasi.com,,"AR / VR, Artificial intelligence","Elazığ, Turkey, Asia",
Heuristica,https://www.heuristi.ca,,,,,2023-01-01,,AI-powered mindmaps and concept maps for visual learning,https://www.heuristi.ca,,"Edutech, Artificial intelligence","Wenzhou, China, Asia",
TAMSDATA,https://tamsdata.com,,,,,2023-01-01,,Artificial intelligence software solutions in the field of healthcare technologies,https://tamsdata.com,,"Artificial intelligence, Healthtech","Izmir, Turkey, Asia",
Palabra.ai,https://palabra.ai,Pre-Seed,8400000,USD,8400000,2023-01-01,Pre-Seed,AI app for real-time speech translation,https://palabra.ai,1,Artificial intelligence,"London, UK, Asia",
VowTech,https://vowtech.com.tr,,,,,2023-01-01,,"Contactless, AI-powered guidance systems for cultural, public and commercial spaces",https://vowtech.com.tr,,"Travel, Artificial intelligence","Kırıkkale, Turkey, Asia",
Findie Studios,http://www.findiestudios.com,,,,,2023-01-01,,Game studio,http://www.findiestudios.com,,"Gaming, Artificial intelligence","Ankara, Turkey, Asia",
Delve,https://delve.co,Series A,32000000,USD,32000000,2023-01-01,Early Stage Venture,AI-native compliance solution,https://delve.co,1,"Regtech, Artificial intelligence","San Francisco, USA, Asia",
AITOPIA,https://www.aitopia.ai,,,,,2023-01-01,,AI agent marketplace with AI sidebar,https://www.aitopia.ai,,Artificial intelligence,"San Francisco, USA, Asia",
DuoSoft Yazılım,https://duosoft.co,,,,,2023-01-01,,"AI-enabled business applications, custom software development, ERP and CRM solutions",https://duosoft.co,,"Agency, Artificial intelligence, Business intelligence","Ankara, Turkey, Asia",
Masqot,https://masqot.co,,,,,2023-01-01,,"Community environment that brings together AI enthusiasts, experts, and businesses to create an AI ecosystem",https://masqot.co,,"News, Social network, Content, Artificial intelligence","Istanbul, Turkey, Asia",
Karbon Analytics,https://karbonanalytics.com,,,,,2023-01-01,,AI-powered SaaS that auto-generates insights and action plans from Shopify and other data sources,https://karbonanalytics.com,,"Artificial intelligence, SaaS, Business intelligence","Istanbul, Turkey, Asia",
DigiBroX,https://www.digibrox.com,,,,,2023-01-01,,AI-driven operating system for commercial insurance brokers,https://www.digibrox.com,,"Artificial intelligence, Insurtech","Istanbul, Turkey, Asia",
SelfPeaks,https://selfpeaks.com,,,,,2023-01-01,,AI-powered training and nutrition app,https://selfpeaks.com,,"Fitness, Well-being, Artificial intelligence","Izmir, Turkey, Asia",
Brainy,https://brainytech.ai,,,,,2023-01-01,,AI-powered solutions in healthcare and marina sectors,https://brainytech.ai,,"Fintech, Artificial intelligence, Healthtech","Izmir, Turkey, Asia",
SmileUp,https://www.smileup.com.tr,,,,,2023-01-01,,Digital health platform that provides early diagnosis and preventive care with AI-supported dental health analysis,https://www.smileup.com.tr,,"Artificial intelligence, Healthtech","Denizli, Turkey, Asia",
Robbot,https://robbot.com.tr,,,,,2023-01-01,,Robotic process automation platform that automates repetitive and time-consuming business processes,https://robbot.com.tr,,"Artificial intelligence, Business intelligence","Istanbul, Turkey, Asia",
MaraRobotics,https://www.mararobotics.tech,,,,,2023-01-01,,Smart agriculture technologies,https://www.mararobotics.tech,,"Artificial intelligence, Agritech","Eskişehir, Turkey, Asia",
Symphony Bots,https://www.symphonybots.com,,,,,2023-01-01,,"Unified automation solutions AGVs, AMRs, converted vehicles, mobile AI robots",https://www.symphonybots.com,,Artificial intelligence,"London, UK, Asia",
Genboost Analytics,https://www.genboostanalytics.com,,,,,2023-01-01,,AI-driven financial profit optimization models,https://www.genboostanalytics.com,,"Retailtech, Artificial intelligence","Istanbul, Turkey, Asia",
Butiko,https://butiko.com.tr,Pre-Seed,50000,USD,50000,2023-01-01,Pre-Seed,AI-powered social commerce marketplace for women's fashion,https://butiko.com.tr,1,"Fashion, Marketplace, Artificial intelligence","Istanbul, Turkey, Asia",
Deepin,https://deepin.market,,,,,2023-01-01,,Data management platform that provides solution for data monetization,https://deepin.market,,"Big data, Marketplace, Artificial intelligence","Izmir, Turkey, Asia",
QuadRobotics,https://www.quadrobotics.ai,Equity Crowdfunding,186700,USD,186700,2023-01-01,Seed,Artificial intelligence and hardware integration in robotic systems,https://www.quadrobotics.ai,1,"Robotics, Artificial intelligence","Ankara, Turkey, Asia",
Dentmetria,https://dentmetria.com,,,,,2023-01-01,,AI-powered solution that automates diagnostic and analytical processes in dental imaging,https://dentmetria.com,,"Artificial intelligence, Healthtech","Istanbul, Turkey, Asia",
Leveragai,https://www.leveragai.com,,,,,2023-01-01,,Generative AI-powered SaaS platform for personalized learning and global certification,https://www.leveragai.com,,"Edutech, Artificial intelligence, SaaS","Santa Clara, USA, Asia",
Spacture AI,https://www.spacture.ai,Seed,250000,USD,250000,2023-01-01,Seed,"Solution to detect shoplifting, manage watchlists, monitor employee efficiency and get analytics",https://www.spacture.ai,1,Artificial intelligence,"San Francisco, USA, Asia",
Fgor,https://fgor.io,,,,,2023-01-01,,Cloud-based web and mobile solutions that enable companies to carry out their after-sales service processes remotely,https://fgor.io,,"Retailtech, Cloud, Artificial intelligence","Istanbul, Turkey, Asia",
Argmax,https://www.argmaxinc.com,,,,,2023-01-01,,Commercial-grade on-device inference framework for running state-of-the-art AI models offline on users' devices,https://www.argmaxinc.com,,Artificial intelligence,"Palo Alto, USA, Asia",
Hypersense,https://hypersense.dev,,,,,2023-01-01,,Artificial intelligence-powered autonomous drone systems,https://hypersense.dev,,"Artificial intelligence, Unmanned vehicle","Istanbul, Turkey, Asia",
CompanyDNA AI,https://www.companydna.ai,,,,,2023-01-01,,Platform for companies to create AI-powered workflows and AI agents,https://www.companydna.ai,,Artificial intelligence,"Austin, USA, Asia",
Asepha,https://www.asepha.ai,,,,,2023-01-01,,AI clinical tools to enable automation and personalization in pharmacies,https://www.asepha.ai,,"Artificial intelligence, Healthtech","Toronto, Canada, Asia",
